,id_recipe,Step_Count,Step Description
113,6604173,2,"Pour 2 quarts water into the pot, cover, and simmer over medium-low heat until liquid is reduced by half. Strain out and discard shrimp heads and shells. Reserve shrimp broth."
114,6604173,3,"Heat oil in a very large stockpot over medium-high heat. Add flour; cook and stir with a long-handled spoon until dark brown and flour puffs and starts to absorb oil, 10 to 15 minutes. Slowly stir in chicken broth and 1 cup water. Place chicken into the pot; add tomatoes, onions, celery, bell pepper, garlic, seafood seasoning, salt, cayenne pepper, and bay leaves. Bring to a boil and cook until chicken is no longer pink at the bone and the juices run clear, about 1 1/2 hours. An instant-read thermometer inserted into the thickest part of the thigh, near the bone, should read 165 degrees F (74 degrees C)."
115,6604173,4,Remove chicken from the pot and set aside until cool enough to handle. Remove and discard bones; chop meat into 1-inch pieces.
116,6604173,5,"Return chopped chicken to the pot, along with reserved shrimp broth, crabmeat, sausage, shrimp, and filé powder; stir from the bottom of the pot to combine. Bring to a boil, then immediately remove from the heat."
117,6604173,6,Stir gumbo from the bottom for 1 minute. Remove bay leaves and serve.
118,6739603,1,Preheat the oven to 400 degrees F (200 degrees C).
119,6739603,2,"Stir flour, oil, and melted butter together to form a paste. Transfer roux to the center of a large roasting pan and spread out into a rough rectangle about 1/2-inch thick, leaving enough room around the outside to place chicken and sausage."
120,6739603,3,"Lay chicken thighs, skin-side down, and sausage pieces around roux in the pan. Season chicken generously with salt."
121,6739603,4,"Bake in the preheated oven for 40 minutes. Remove from the oven and scatter onion, celery, and bell pepper evenly over chicken, sausage, and roux. Briefly stir roux in the center, then spread it back out. Continue baking for 20 minutes."
122,6739603,5,"Remove from the oven. Transfer chicken and sausage to a plate and reserve until needed. Stir vegetables and roux together in the pan, spread back out into an even layer, and bake until roux is as browned as you like, about 20 minutes."
123,6739603,6,"Meanwhile, make the cooking liquid: Mix chicken broth, salt, pepper, thyme, cayenne, and bay leaf in a large bowl or pitcher. Refrigerate until needed."
124,6739603,7,"When the vegetables and roux are finished baking, pour cooking liquid into the pan and whisk until well combined. Stir in tomatoes and okra, then add sausage and chicken, skin-side up. Continue baking, stirring gently and occasionally, until liquid is thick and chicken is very tender, 30 to 40 minutes more."
125,6739603,8,Taste and adjust seasonings as desired. Garnish with green onions.
126,6584606,1,"Peel shrimp and toss shells with 1/2 tablespoon of Cajun seasoning. Place seasoned shells into a pot with water, 1 tablespoon diced onion, and 1 tablespoon diced bell pepper. Bring to a boil; reduce to a simmer and cover. Let cook for at least 2 hours; the longer it cooks, the more flavor will be in your stock."
127,6584606,2,"Meanwhile, devein shrimp by gently running a knife along the back; this will also make your shrimp plump nicely when cooking. Toss shrimp in remaining Cajun seasoning and place in the refrigerator."
128,6584606,3,"Melt butter in a large pot over medium-high heat. Add flour slowly, stirring constantly with a whisk or wooden spoon. When all flour is added, continue stirring frequently until roux turns brown in color and has a nutty aroma, about 5 minutes. Add remaining onion and bell pepper; saute with roux until onion is translucent, 5 to 7 minutes. Stir in tomato paste."
129,6584606,4,"Stir in tomatoes, okra, and shrimp stock slowly. Add crab boil seasoning. Bring to a boil; reduce heat to a simmer and let cook, uncovered, stirring occasionally, about 1 hour. Stir in shrimp and continue cooking until shrimp are bright pink but not tough, about 20 minutes."
130,6592115,1,"Turn on a multi-functional pressure cooker (such as Instant Pot) and select Saute function. Add butter, followed by celery, onion, bell pepper, and garlic. Cook and stir until vegetables are softened, 5 to 7 minutes. Sprinkle 2 tablespoons flour over and stir to thoroughly coat."
131,6592115,2,Pour in 1 1/2 cups chicken broth while continuing to stir vegetables. Pour in beer. Set an elevated trivet on top of the mixture. Pour water and rice into a small silicone bowl and set on top of trivet. Cancel Saute mode. Seal and lock the lid into place.
132,6592115,3,Select high pressure according to manufacturer's instructions; set timer for 15 minutes. Allow 10 to 15 minutes for pressure to build.
133,6592115,4,"Release pressure using the natural-release method according to manufacturer's instructions, 10 to 40 minutes."
134,6592115,5,"Switch to Saute function. Remove rice and trivet carefully. Add shrimp, cod, scallops, Cajun seasoning, Worcestershire, salt, thyme, and cayenne to the Instant Pot."
135,6592115,6,"Whisk remaining flour with remaining chicken broth in a small bowl. Pour into the pot and mix together. Stir frequently and allow to thicken and cook until shrimp are bright pink, cod is easily flaked with a fork, and scallops are opaque, 5 to 10 minutes. Serve with a scoop of rice."
136,6569051,1,"Heat a large skillet over medium heat. Add flour; cook, stirring constantly, until flour is deep golden and smells toasty, 7 to 10 minutes. Reduce heat if browning too quickly. Transfer to a 6-quart slow cooker."
137,6569051,2,"Add oil, bell peppers, onion, and garlic to the skillet; cook and stir until tender, 5 to 7 minutes. Stir into slow cooker until coated. Stir in sausage, tomatoes, broth, Cajun seasoning, salt, and black pepper."
138,6569051,3,"Cook on Low for 6 to 7 hours or on High for 3 to 3 1/2 hours. Stir in shrimp; cook until opaque, about 30 minutes on Low or 15 minutes on High."
139,6569051,4,"Meanwhile, place riced cauliflower in a heatproof dish, cover, and microwave until heated through, about 4 minutes, stirring halfway through."
140,6569051,5,Serve gumbo over cauliflower. Sprinkle with parsley and additional black pepper.
141,6605401,1,"Combine vegetable oil and flour in a large stockpot over medium heat; cook, stirring often, until roux is dark brown, 10 to 15 minutes."
142,6605401,2,"Stir onion, celery, green onion, parsley, and garlic carefully into the hot roux; it may splatter. Cook and stir until onion mixture is tender, about 5 minutes. Pour in broth. Season with salt and red chile pepper. Simmer gumbo, covered, until flavors combine, about 15 minutes."
143,6605401,3,"Stir shrimp into the stockpot; cook until pink and opaque, 3 to 5 minutes."
144,6605401,4,Place 1/3 cup rice into each serving bowl. Ladle shrimp gumbo on top. Garnish with fresh parsley.
145,6594114,1,"In a medium skillet, brown the sausage over medium heat. Remove from pan, and drain on paper towels to remove some of the fat. Discard fat in pan."
146,6594114,2,"In a large skillet, heat vegetable oil over high heat. Brown chicken pieces in hot oil. Turn frequently until golden brown on all sides. Transfer chicken to a dish, leaving oil in pan. Set chicken aside, but keep warm."
147,6594114,3,"Make a roux by whisking flour into the hot vegetable oil. Turn heat down to low. Continue cooking flour and oil mixture, stirring constantly, until it reaches a dark brown color. This may take 30 to 45 minutes; the darker the roux, the better the final gumbo."
148,6594114,4,"When the roux is a dark brown color, quickly add the sausage, onion, green onion tops, green pepper, parsley, and garlic. Cook over low heat until the vegetables are wilted, about 10 minutes, stirring constantly."
149,6594114,5,"Stir in 2 cups water and spices. Add chicken parts. Add rest of the water slowly. Bring mixture to a boil, and reduce heat. Simmer for about 45 minutes, until chicken is done and tender."
150,6594114,6,"Remove chicken pieces, and save for another use. Add shrimp to gumbo; cook for about 8 to 10 minutes more. Remove bay leaves. Taste, and adjust seasoning. Serve gumbo in deep bowls. Sprinkle file powder over individual servings, and stir in."
151,6583890,1,"Place chicken in a 6- to 8-quart stockpot and pour in enough water to completely cover the chicken; bring to a boil, reduce heat to medium, and simmer until chicken is no longer pink at the bone and juices run clear, about 1 hour. An instant-read thermometer inserted into the thickest part of the thigh, near the bone should read 165 degrees F (74 degrees C)."
152,6583890,2,"Remove chicken from water and place on a work surface to cool, retaining the resulting chicken stock in the stockpot."
153,6583890,3,"Cook and stir millet flour and vegetable oil together in a large frying pan or skillet over medium heat until roux is smooth and slightly darker than peanut butter, about 10 minutes."
154,6583890,4,"Mix onion, green bell pepper, and garlic into roux; cook and stir over low heat until fragrant, 2 to 3 minutes. Transfer onion-roux mixture to stockpot with chicken stock."
155,6583890,5,"Bring chicken stock mixture to a simmer over medium heat; add andouille sausage, celery, green onion, bay leaves, salt, thyme, and cayenne pepper and simmer for 1 hour."
156,6583890,6,"Remove skin from cooked chicken and discard. Pull meat from the bones and chop into bite-size pieces; discard carcass. Add chicken meat to broth mixture and simmer until chicken is heated through, 5 to 10 minutes."
157,6583890,7,"Remove stockpot from heat, stir file powder into gumbo, and remove and discard bay leaves."
158,6583766,1,"Heat oil in a large stockpot over medium-high heat. Add onion, bell pepper, and jalapeno and saute until tender, about 5 minutes. Stir in garlic and cook until fragrant, about 1 minute."
159,6583766,2,"Drain liquid from tomatoes into the stockpot. Place tomatoes on a cutting board, dice, and add to the pot. Add chicken broth, rice mix, and seasoning packet, cover, and bring to a boil. Reduce heat and simmer until rice is tender, about 25 minutes."
160,6583766,3,"Add sliced sausage and simmer for 5 minutes. Stir in shrimp, and cook until they are bright pink on the outside and the meat is opaque, about 3 minutes more."
161,6584936,1,"Cook sausage in a Dutch oven over medium heat, stirring constantly until browned, about 5 minutes. Remove sausage to a bowl and reserve drippings in the Dutch oven."
162,6584936,2,"Cook chicken in the drippings over medium heat to brown both sides, about 2 1/2 minutes per side. Remove chicken and set aside."
163,6584936,3,"Heat oil in the Dutch oven. Add flour; cook and stir constantly over medium heat until roux is thick and the color of chocolate, 20 to 30 minutes. Be careful not to burn or you'll have to start again."
164,6584936,4,"Add celery, onion, and bell pepper; cook and stir for 6 minutes. Add garlic and cook until fragrant, about 2 minutes longer. Stir in hot broth and bring to a boil."
165,6584936,5,"Add chicken breasts, Worcestershire sauce, Creole seasoning, thyme, pepper flakes, and bay leaves. Reduce heat and simmer, stirring occasionally, until chicken is no longer pink in the center and the juices run clear, about 1 hour. Remove chicken and let cool."
166,6584936,6,Add sausage to the gumbo and simmer for 30 minutes.
167,6584936,7,Shred cooled chicken and add to the gumbo with green onions. Simmer for another 30 minutes.
168,6584936,8,Remove gumbo from the heat. Discard bay leaves and sprinkle gumbo with file powder. Serve over hot rice.
169,6582464,1,Place wild rice in a bowl and pour in enough water to cover; soak 4 hours to overnight. Drain rice.
170,6582464,2,"Mix wild rice and 1 teaspoon salt together in a stockpot and add about 3 cups chicken broth. Bring broth to a boil, reduce heat to medium-low, cover stockpot, and simmer until rice is tender, about 30 to 40 minutes."
171,6582464,3,"Heat coconut oil in a large skillet over medium heat. Cook and stir turkey, onion, carrots, and celery in the hot oil until turkey is cooked through and vegetables are slightly tender, 10 to 15 minutes. Add okra to turkey mixture and cook until okra is thawed, 5 to 7 minutes; season with 1 teaspoon salt, white pepper, and black pepper."
172,6582464,4,"Combine wild rice, turkey mixture, jalapeno peppers, hot sauce, and remaining chicken stock in a slow cooker."
173,6582464,5,Cook on High for 1 hour.
174,6563623,1,"Heat vegetable oil over medium heat in a large stock pot. Add garlic, celery, bell peppers, onion, oregano, Creole seasoning, and pepper. Cook, stirring occasionally, until vegetables are crisp-tender, about 10 minutes."
175,6563623,2,"Sprinkle flour over vegetable mixture and mix well. Cook until golden brown, about 5 minutes."
176,6563623,3,"Pour in chicken stock, water, rice, okra, sausage, tomatoes, and hot sauce. Bring to a boil; reduce heat and simmer until sausage is heated through and vegetables are tender, about 5 minutes. Stir in cooked chicken and heat through, about 5 minutes more. Adjust seasonings to taste."
177,6592026,1,"Heat olive oil in a skillet over medium heat, and brown the chicken breasts on both sides, about 5 minutes per side. Place the chicken breasts into a slow cooker. Cook the onion, red bell peppers, and garlic in the hot skillet until the onions are translucent, about 5 minutes; transfer the cooked vegetables into the slow cooker."
178,6592026,2,"Stir the crushed tomatoes, sweet potatoes, carrots, chicken broth, curry powder, cumin, chili powder, cayenne pepper, red pepper flakes, cinnamon, and black pepper into the slow cooker. Set the cooker to High, and cook for 5 to 6 hours, or cook on Low for 10 hours. Stir in additional chicken broth throughout the cooking time if needed."
179,6592026,3,"Mix in the brown rice 3 hours before serving, and mix in the peanut butter at least 1 hour before serving. Shred chicken meat, and serve hot."
180,6588430,1,"Heat oil in a Dutch oven or any heavy pan. Stir in flour to make a roux. Cook, stirring constantly, until roux is dark brown; be careful not to burn. Add onion and garlic, and cook until slightly wilted. Whisk in water."
181,6588430,2,"Stir in celery, green onions, tomato, green and red peppers, okra, bay leaf, thyme, salt, pepper, and cayenne. Simmer for 1 hour."
182,6588430,3,Add shrimp and hard boiled eggs; simmer 15 to 20 minutes longer. Adjust seasoning to taste. Serve gumbo over rice.
183,6596154,1,Heat 1 tablespoon canola oil in a skillet over medium high heat.
184,6596154,2,"Stir in the onion, bell peppers, celery, and garlic; cook and stir until the onion has softened and turned translucent, about 5 minutes."
185,6596154,3,Transfer the vegetable mixture to a large bowl; set aside.
186,6596154,4,Heat the remaining 1/3 cup canola oil in the same skillet over medium heat for about 30 seconds.
187,6596154,5,"Whisk in the flour, stirring constantly until the roux darkens and has a nutty scent, about 15 minutes."
188,6596154,6,"Reduce heat to low and pour in about one cup of vegetable broth, whisking constantly until the mixture is smooth."
189,6596154,7,Stir in the vegetable mixture and tomatoes.
190,6596154,8,"Pour in about one more cup of vegetable broth, stirring to combine."
191,6596154,9,"Mix in the eggplant, okra, red beans, salt, thyme, basil, file powder, cayenne pepper, black pepper, paprika, cumin, liquid smoke, bay leaves, and remaining 4 cups of broth."
192,6596154,10,"Cover and continue to simmer for 1 1/2 hours, stirring occasionally."
193,6576658,1,"Stir garlic, turmeric, chili powder, basil, and cayenne pepper together in a small saucepan; heat over medium heat until aromatic, about 1 minute. Melt butter into the mixture, add onion, and cook until the onion is softened and translucent, about 5 minutes. Scoop onion mixture from saucepan into a slow cooker, reserving as much butter in the saucepan as possible."
194,6576658,2,"Increase heat under saucepan to medium-high heat. Saute frozen shrimp in hot butter until just firm, about 2 minutes; transfer mixture to slow cooker. Add ham, ham bone, black beans, and tomatoes to the slow cooker."
195,6576658,3,"Cook on High until the ham on the bone is falling off, 4 to 6 hours (or on Low 6 to 8 hours)."
196,6576658,4,"Remove and discard ham bone, stir coconut milk into the mixture, continue cooking on Low until the coconut milk is warmed, about 30 minutes."
197,6564663,1,"Heat 1/2 cup oil in a large stockpot over medium-low heat until a pinch of flour sprinkled into the oil just begins to bubble. Whisk in the flour to form a thick paste the consistency of cake frosting. Continue cooking, whisking constantly, until the flour is very dark brown and the color of melted chocolate, about 45 minutes."
198,6564663,2,"Reduce heat to low and add okra, onion, celery, bell pepper, and garlic. Cook, stirring constantly, until onions are translucent and veggies are cooked, 6 to 8 minutes. Add diced tomatoes, cover, and bring to a simmer."
199,6564663,3,"Meanwhile, heat 3 tablespoons oil in a skillet over medium-high heat. Add okra and cook, stirring constantly, until tender and no longer stringy or slimy, about 10 minutes. Add to simmering roux mixture and simmer over low heat, stirring frequently, 3 to 5 minutes."
200,6564663,4,"Add 6 cups water plus file powder, Creole seasoning, salt, pepper, cayenne, and bay leaves. Cook, uncovered, tasting a few times as it cooks to adjust spices and adding more water if necessary, until gumbo is as thick as you would like, at least 2 to 3 hours. The longer it cooks, the better."
201,6564663,5,Stir in shrimp and crabmeat; cook for 15 more minutes. Ladle gumbo over hot rice in serving bowls.
202,6566740,1,"Combine flour and oil in a Dutch oven over medium-high heat. Cook, stirring frequently, until it forms a thick paste the consistency of cake frosting. Continue cooking, stirring constantly, until the flour turns dark golden brown, 15 to 20 minutes. The darker the roux, the more depth of flavor, but don't burn it."
203,6566740,2,"Add onions, bell peppers, okra, celery, garlic, Creole seasoning, thyme, cayenne, salt, and pepper. Cook until vegetables are tender, 3 to 6 minutes."
204,6566740,3,"While vegetables are cooking, bring 4 cups water to a boil in a 2-quart saucepan. Add unopened bag of rice and boil, uncovered, until rice is tender, 10 to 12 minutes. Remove bag from water and drain. Cut open bag, pour rice into a bowl, and fluff."
205,6566740,4,"Stir chicken, kielbasa, diced tomatoes, and chicken broth into the cooked vegetables. Cook until thoroughly heated, about 10 minutes. Serve gumbo over warm rice."
206,6579151,1,"Heat vegetable oil in a large pot over medium heat, and cook and stir the turkey thigh pieces until browned and no longer pink in the middle, about 10 minutes. Set the turkey aside. In the same pot, place the sausage, and break into chunks with a spatula. Cook and stir the sausage until browned and crumbly, about 10 minutes."
207,6579151,2,"Stir the onion, celery, and green pepper into the pot. Continue to cook and stir until the onions are translucent, about 5 more minutes. Mix in the garlic and cook until fragrant, about 1 minute; then stir in the flour. Cook and stir the mixture until the flour forms a coating on the sausage and vegetables and begins to brown, 5 to 8 more minutes."
208,6579151,3,"Mix in the sweet potato, thyme, oregano, chicken broth, tomatoes, and bay leaf, and bring the gumbo to a boil. Reduce heat to medium-low, and simmer, stirring often, until thickened and the sweet potatoes are tender, about 15 minutes. Stir in the cooked turkey and hot sauce, and simmer until the turkey is heated through. Discard the bay leaf before serving."
209,6649940,1,"Cut leeks in half lengthwise, then slice both white and green parts crosswise into 1/4-inch thick pieces. Remove and discard stems from collard greens, turnip greens, kale, and chard; chop all greens, keeping them separate. Dice celery stalks and reserve leaves for garnish."
210,6649940,2,"Melt 2 tablespoons butter in a large pot over medium heat. Add leeks and 1 tablespoon thyme; cook, stirring frequently, until leeks are tender and translucent, about 5 minutes. Add collard greens, turnip greens, and cabbage; cook, stirring frequently, until greens are wilted, about 5 minutes. Add kale, chard, and 1 tablespoon salt; cook, stirring frequently, until all greens are wilted, about 5 minutes. Reduce heat to low and continue cooking greens, stirring frequently, until tender and no longer bitter, about 10 minutes. Remove greens from the pot and transfer to a large bowl; set aside until ready to use."
211,6649940,3,"Wipe out the pot and melt remaining 4 tablespoons butter over medium heat. Whisk in flour and cook, stirring constantly, until flour mixture is dark brown in color and very aromatic (try to get this mixture as dark as possible without burning it), about 5 minutes. Add bell pepper, onion, and diced celery; cook, stirring frequently, until vegetables are tender, about 5 minutes. Add garlic and remaining 1 tablespoon thyme; cook, stirring constantly, until tender and fragrant, about 1 minute."
212,6649940,4,"Whisk in vegetable broth. Add reserved braised greens, add bay leaves, black pepper, file powder, and crushed red pepper. Bring mixture to a boil over medium heat, stirring occasionally. Reduce heat to low, and cook, stirring occasionally, until slightly thickened and vegetables are tender, about 30 minutes. Season with remaining 1 tablespoon salt."
213,6649940,5,"Serve over cooked rice and garnish with reserved celery leaves, if desired."
214,6588776,1,Preheat oven to broil.
215,6588776,2,"Arrange the serrano, banana, and jalapeno chile peppers on a baking sheet and place in the oven. Watch carefully and broil just until the skins blacken and blister, 4 to 5 minutes. Turn the peppers and continue broiling until all sides are blackened. Remove the peppers from the oven and place in a sealed paper bag to steam. After 15 to 20 minutes, remove peppers from the bag and peel off the crispy black skin. Remove stems and seeds from the peppers, coarsely chop, and place in a bowl."
216,6588776,3,"Heat the canola oil in a large skillet over medium heat until a pinch of flour sprinkled over the oil just begins to bubble. Whisk in the rest of the flour and cook, whisking continuously, until the mixture is well blended and dark brown, about 20 minutes. Once it becomes dark brown, remove the roux from the heat."
217,6588776,4,"Place 2 tablespoons of canola oil into a deep soup pot and heat over medium-high heat. When the oil is just about to smoke, stir in the celery with half of the onions and bell peppers. Cook and stir until the vegetables are tender and the onion is transparent, about 5 minutes. Stir 1/4 cup of the vegetable broth into the pot. Cover, and simmer until almost all the liquid is evaporated, 10 to 15 minutes."
218,6588776,5,"Stir the serrano, banana, and jalapeno chile peppers, along with the uncooked bell peppers and onions, garlic, Cajun seasoning, smoked paprika file powder, into the cooked bell peppers and onions. Stir the roux and 1 cup of stock into the vegetable mixture until the roux dissolves. Cover and simmer 5 minutes. Add the tomatoes, sweet potato, parsnip, red beans, black-eyed peas, okra, and remaining stock. Simmer uncovered 30 minutes more. Season to taste with salt and pepper."
219,6604225,1,Preheat oven to 375 degrees F (190 degrees C).
220,6604225,2,"Season pork cubes with salt, pepper, and thyme to taste and place in a cast iron skillet."
221,6604225,3,"Cook pork cubes in the preheated oven until cooked through, about 30 minutes. Transfer pork from skillet to a bowl, reserving drippings."
222,6604225,4,"Cook and stir bacon in a 9-quart Dutch oven or heavy pot over medium heat until browned, 5 to 7 minutes. Remove bacon with a slotted spoon and place on a paper towel-lined plate, reserving bacon grease."
223,6604225,5,"Cook and stir okra in the bacon grease over medium heat until lightly browned, about 5 minutes. Transfer okra to a bowl, reserving bacon grease. Cook and stir smoked sausage in bacon grease until browned, about 5 minutes. Add onion, bell pepper, celery, and garlic to sausage; cook and stir until softened, 5 to 10 minutes."
224,6604225,6,"Stir 48 fluid ounces chicken stock into sausage mixture and bring to a simmer. Stir roux into broth mixture until dissolved and slightly thickened, 2 to 3 minutes. Slowly stir 48 fluid ounces chicken stock into thickened stock; bring back to a simmer."
225,6604225,7,"Mix pork, pork drippings, bacon, chili powder, paprika, 2 teaspoons black pepper, file powder, rosemary, 1 teaspoon thyme, bay leaves, and Creole seasoning into thickened chicken stock; simmer, stirring often and skimming off fat, until flavors blend, about 1 hour."
226,6604225,8,"Stir black-eyed peas, mustard greens, okra, diced tomatoes with green chile peppers, mushrooms, and remaining chicken stock into pork-stock mixture; simmer for 1 hour more."
227,6604037,1,Bake shrimp shells at 375 degrees F (190 degrees C) until dried and starting to brown on edges.
228,6604037,2,"In an 8-quart pot, combine water, carrots, onions, celery, bay leaves, garlic, parsley, cloves, pepper, basil, thyme, and shrimp shells. Bring slowly to a boil."
229,6604037,3,"Reduce heat, and cook 5 to 7 hours. Replace water as needed, 2 or 3 times, by pouring more water down the inside of the pot."
230,6604037,4,"Remove stock from heat and strain. Press all liquid from shells and vegetables, then discard them."
231,6604037,5,"Return liquid to heat, and reduce to 2 to 3 quarts, or to taste."
232,6595119,1,"Heat a pan over medium-high heat. Add onion, bell pepper, and garlic; saute until onion is translucent, about 5 minutes. Add shredded chicken and Creole seasoning. Mix thoroughly. Add tomatoes, chicken broth, corn, and sausage. Reduce heat and simmer until flavors come together, about 20 minutes."
